,track_n,track_title,album_name,lyric,lyric2
50,10,Better Than Revenge,Speak Now (Deluxe),go stand corner think time little revenge story start wa hot wa summer right wanted came along got alone let hear applause took faster say sabotage never saw coming suspected underestimated wa dealing know pain wa beating like drum underestimated wa stealing shes saint shes think shes actress shes better known thing doe mattress soon shes gonna find stealing people toy playground make many friend keep mind keep mind nothing better revenge look life like it party shes list look like trend shes think everpresent frown little troubling think psycho cause like rhyme name thing sophistication wear know pushing people get wanna go teach prep school it amount vintage dress give dignity think joeboy sip alcohol official lyric meaning verified shes saint shes think shes actress shes better known thing doe mattress soon shes gonna find stealing people toy playground make many friend keep mind keep mind nothing better revenge another thing roll eye honey might havent heard another thing roll eye honey might always get last word shes saint shes think shes actress deserved shes better known thing doe mattress soon shes gonna find stealing people toy playground make many friend keep mind keep mind nothing better revenge still feel like know cause think still feel like know think think let hear applause come come come show much better much better see deserve applause cause much better took faster say sabotage,go stand corner think time little revenge story start wa hot wa summer right wanted came along got alone let hear applause took faster say sabotage never saw coming suspected underestimated wa dealing know pain wa beating like drum underestimated wa stealing shes saint shes think shes actress shes better known thing doe mattress soon shes gonna find stealing people toy playground make many friend keep mind keep mind nothing better revenge look life like it party shes list look like trend shes think everpresent frown little troubling think psycho cause like rhyme name thing sophistication wear know pushing people get wanna go teach prep school it amount vintage dress give dignity think joeboy sip alcohol official lyric meaning verified shes saint shes think shes actress shes better known thing doe mattress soon shes gonna find stealing people toy playground make many friend keep mind keep mind nothing better revenge another thing roll eye honey might havent heard another thing roll eye honey might always get last word shes saint shes think shes actress deserved shes better known thing doe mattress soon shes gonna find stealing people toy playground make many friend keep mind keep mind nothing better revenge still feel like know cause think still feel like know think think let hear applause come come come show much better much better see deserve applause cause much better took faster say sabotage
51,11,Innocent,Speak Now (Deluxe),guess really time left war path lost balance tightrope lost mind trying get back easier lunchbox day always bigger bed crawl beautiful believed everything everybody believed it alright wait see string light still bright still innocent still innocent thing speak night live shattered floor seen know easier fireflycatching day everything reach someone bigger brought beautiful running wild til fell asleep monster caught joeboy sip alcohol official lyric meaning verified it alright wait see string light still bright still innocent it okay life tough crowd still growing still innocent time turn flame ember new september every one u ha messed life change like weather hope remember today never late brand new it alright wait see string light still bright still innocent it okay life tough crowd still growing still innocent still innocent lost balance tightrope it never late get back,guess really time left war path lost balance tightrope lost mind trying get back easier lunchbox day always bigger bed crawl beautiful believed everything everybody believed it alright wait see string light still bright still innocent still innocent thing speak night live shattered floor seen know easier fireflycatching day everything reach someone bigger brought beautiful running wild til fell asleep monster caught joeboy sip alcohol official lyric meaning verified it alright wait see string light still bright still innocent it okay life tough crowd still growing still innocent time turn flame ember new september every one u ha messed life change like weather hope remember today never late brand new it alright wait see string light still bright still innocent it okay life tough crowd still growing still innocent still innocent lost balance tightrope it never late get back
52,12,Haunted,Speak Now (Deluxe),walk fragile line known time never thought live see break it getting dark it quiet trust anything it coming like it big mistake holding breath lose somethings made eye go cold come come leave like thought figured somethings gone terribly wrong wanted come come leave like thought figured breathe whenever gone turn back haunted stood watched walk away everything still mean every word said try take away pain might make smile whole time wishing wa instead holding breath see something keep holding onto nothing come come leave like thought figured somethings gone terribly wrong wanted come come leave like thought figured breathe whenever gone turn back haunted know know know gone gone come come leave like thought figured somethings gone terribly wrong finish started come come leave like thought figured breathe whenever gone go back haunted walk fragile line known time never ever thought see break never thought see,walk fragile line known time never thought live see break it getting dark it quiet trust anything it coming like it big mistake holding breath lose somethings made eye go cold come come leave like thought figured somethings gone terribly wrong wanted come come leave like thought figured breathe whenever gone turn back haunted stood watched walk away everything still mean every word said try take away pain might make smile whole time wishing wa instead holding breath see something keep holding onto nothing come come leave like thought figured somethings gone terribly wrong wanted come come leave like thought figured breathe whenever gone turn back haunted know know know gone gone come come leave like thought figured somethings gone terribly wrong finish started come come leave like thought figured breathe whenever gone go back haunted walk fragile line known time never ever thought see break never thought see
53,13,Last Kiss,Speak Now (Deluxe),still remember look face lit darkness word whispered u know told loved go away away recall smell rain fresh pavement ran plane july beat heart jump shirt still feel arm go sit floor wearing clothes know know something miss never thought wed last kiss never imagined wed end like name forever name lip remember swing step life party showing roll eye pull much dancing love handshake meeting father love walk hand pocket kiss wa middle saying something there day miss rude interruption go sit floor wearing clothes know know something miss never thought wed last kiss never imagined wed end like name forever name lip watch life picture like used watch sleep feel forget like used feel breathe keep old friend ask hope it nice hope sun shine it beautiful day something reminds wish stayed plan change weather time never planned changing mind go sit floor wearing clothes know know something miss never thought wed last kiss never imagined wed end like name forever name lip like last kiss forever name lip forever name lip like last,still remember look face lit darkness word whispered u know told loved go away away recall smell rain fresh pavement ran plane july beat heart jump shirt still feel arm go sit floor wearing clothes know know something miss never thought wed last kiss never imagined wed end like name forever name lip remember swing step life party showing roll eye pull much dancing love handshake meeting father love walk hand pocket kiss wa middle saying something there day miss rude interruption go sit floor wearing clothes know know something miss never thought wed last kiss never imagined wed end like name forever name lip watch life picture like used watch sleep feel forget like used feel breathe keep old friend ask hope it nice hope sun shine it beautiful day something reminds wish stayed plan change weather time never planned changing mind go sit floor wearing clothes know know something miss never thought wed last kiss never imagined wed end like name forever name lip like last kiss forever name lip forever name lip like last
54,14,Long Live,Speak Now (Deluxe),said remember moment back mind time stood shaking hand crowd stand went wild king queen read name night danced like knew life would never held head like hero history book page wa end decade start age long live wall crashed kingdom light shined wa screaming long live magic made bring pretender one day remembered said remember feeling passed picture around year stood sideline wishing right king queen traded baseball cap crown gave u trophy held town cynic outraged screaming absurd cause moment band thief ripped jean got rule world long live wall crashed kingdom light shined wa screaming long live magic made bring pretender afraid long live mountain moved time life fighting dragon wa screaming long live look face bring pretender one day remembered hold spinning around confetti fall ground may memory break fall take moment promise stand forever god forbid fate step force u goodbye child day point picture please tell name tell crowd went wild tell hope shine long live wall crashed time life long long live wall crashed kingdom light shined wa screaming long live magic made bring pretender afraid singing long live mountain moved time life fighting dragon long long live look face bring pretender one day remembered,said remember moment back mind time stood shaking hand crowd stand went wild king queen read name night danced like knew life would never held head like hero history book page wa end decade start age long live wall crashed kingdom light shined wa screaming long live magic made bring pretender one day remembered said remember feeling passed picture around year stood sideline wishing right king queen traded baseball cap crown gave u trophy held town cynic outraged screaming absurd cause moment band thief ripped jean got rule world long live wall crashed kingdom light shined wa screaming long live magic made bring pretender afraid long live mountain moved time life fighting dragon wa screaming long live look face bring pretender one day remembered hold spinning around confetti fall ground may memory break fall take moment promise stand forever god forbid fate step force u goodbye child day point picture please tell name tell crowd went wild tell hope shine long live wall crashed time life long long live wall crashed kingdom light shined wa screaming long live magic made bring pretender afraid singing long live mountain moved time life fighting dragon long long live look face bring pretender one day remembered
55,15,Ours,Speak Now (Deluxe),elevator button morning air stranger silence make want take stair wed laugh vacant stare right time seems like there always someone disapproves judge like know verdict come nothing else jury choice worry pretty little mind people throw rock thing shine life make love look hard stake high water rough love never know people sleeve ghost past gonna jump lurking shadow lip gloss smile care cause right mine say worry pretty little mind people throw rock thing shine life make love look hard stake high water rough love it speculate it wrong hand tough mine belong fight doubt give faith song cause love gap teeth love riddle speak snide remark father tattoo ignored cause heart worry pretty little mind people throw rock thing shine life make love look hard worry pretty little mind people throw rock thing shine take whats take whats stake high water rough love,elevator button morning air stranger silence make want take stair wed laugh vacant stare right time seems like there always someone disapproves judge like know verdict come nothing else jury choice worry pretty little mind people throw rock thing shine life make love look hard stake high water rough love never know people sleeve ghost past gonna jump lurking shadow lip gloss smile care cause right mine say worry pretty little mind people throw rock thing shine life make love look hard stake high water rough love it speculate it wrong hand tough mine belong fight doubt give faith song cause love gap teeth love riddle speak snide remark father tattoo ignored cause heart worry pretty little mind people throw rock thing shine life make love look hard worry pretty little mind people throw rock thing shine take whats take whats stake high water rough love
56,16,If This Was a Movie,Speak Now (Deluxe),last night heard heart beating sounded like footstep stair six month gone still reaching even though know wa playing back thousand memory baby thinkin bout everything weve maybe going back much lately time stood still come back come back come back like would would wa movie stand rain outside till came come back come back come back like said sorry know work somehow wa movie know people change thing happen remember wa back wrapped arm friend laughing cause nothing like ever happened pacing hall chasing street flashback night said nothing gonna change knew much lose come back come back come back like would would wa movie stand rain outside till came come back come back come back like said sorry know work somehow wa movie somewhere moving waiting every day since gone want back way wa want see back front door say come back come back come back like would said it easy fight locked take back come back come back come back like would would wa movie stand rain outside till came come back come back come back like said sorry know work somehow wa movie it kind ending want see baby ending thought thought,last night heard heart beating sounded like footstep stair six month gone still reaching even though know wa playing back thousand memory baby thinkin bout everything weve maybe going back much lately time stood still come back come back come back like would would wa movie stand rain outside till came come back come back come back like said sorry know work somehow wa movie know people change thing happen remember wa back wrapped arm friend laughing cause nothing like ever happened pacing hall chasing street flashback night said nothing gonna change knew much lose come back come back come back like would would wa movie stand rain outside till came come back come back come back like said sorry know work somehow wa movie somewhere moving waiting every day since gone want back way wa want see back front door say come back come back come back like would said it easy fight locked take back come back come back come back like would would wa movie stand rain outside till came come back come back come back like said sorry know work somehow wa movie it kind ending want see baby ending thought thought
57,17,Superman,Speak Now (Deluxe),tall dark superman put paper briefcase drive away save world go work it thing he got mother eye father ambition wonder know much miss hang every word say yay smile say say fine always forget tell love love forever watch superman fly away got busy day today go save world around watch superman fly away come back someday right ground come back tall dark beautiful he complicated he irrational hope someday take away save day something deep brown eye ha sayin he bad like reputation hear one single word say leave got place okay always forget tell love loved first day watch superman fly away got busy day today go save world around watch superman fly away come back someday right ground come back watch fly around world hope save girl forget forget far away never let go lovestruck looking window forget forget right wishing flower wishing card wa wishing call wa cause loved first day watch superman fly away got busy day today go save world around forever ever watch superman fly away swear someday right ground come back come back,tall dark superman put paper briefcase drive away save world go work it thing he got mother eye father ambition wonder know much miss hang every word say yay smile say say fine always forget tell love love forever watch superman fly away got busy day today go save world around watch superman fly away come back someday right ground come back tall dark beautiful he complicated he irrational hope someday take away save day something deep brown eye ha sayin he bad like reputation hear one single word say leave got place okay always forget tell love loved first day watch superman fly away got busy day today go save world around watch superman fly away come back someday right ground come back watch fly around world hope save girl forget forget far away never let go lovestruck looking window forget forget right wishing flower wishing card wa wishing call wa cause loved first day watch superman fly away got busy day today go save world around forever ever watch superman fly away swear someday right ground come back come back
58,1,State of Grace,Red (Deluxe Edition),walking fast traffic light busy street busy life know touch go alone changing mind fall love til hurt bleeds fade time never never saw coming never never come around armor fall pierce room like cannonball know let go alone room slate clean twin fire sign four blue eye never saint loved shade wrong learn live pain mosaic broken heart love brave wild never never saw coming never never state grace worthwhile fight love ruthless game unless play good right hand fate achilles heel golden age something good right real never never saw coming never never never saw coming never never saint loved shade wrong learn live pain mosaic broken heart love brave wild state grace worthwhile fight love ruthless game unless play good right,walking fast traffic light busy street busy life know touch go alone changing mind fall love til hurt bleeds fade time never never saw coming never never come around armor fall pierce room like cannonball know let go alone room slate clean twin fire sign four blue eye never saint loved shade wrong learn live pain mosaic broken heart love brave wild never never saw coming never never state grace worthwhile fight love ruthless game unless play good right hand fate achilles heel golden age something good right real never never saw coming never never never saw coming never never saint loved shade wrong learn live pain mosaic broken heart love brave wild state grace worthwhile fight love ruthless game unless play good right
59,2,Red,Red (Deluxe Edition),loving like driving new maserati deadend street faster wind passionate a sin ending suddenly loving like trying change mind already flying free fall like color autumn bright lose losing wa blue like never known missing wa dark gray alone forgetting wa like trying know somebody never met loving wa red red red red red loving wa red red red red red touching wa like realizing ever wanted wa right front memorizing wa a easy a knowing word old favorite song fighting wa like trying solve crossword realizing there right answer regretting wa like wishing never found love strong losing wa blue like never known missing wa dark gray alone forgetting wa like trying know somebody never met loving wa red red red red red red burning red red red red red remembering come flashback echo tell it time gotta let go moving impossible still see head burning red burning wa red losing wa blue like never known missing wa dark gray alone forgetting wa like trying know somebody never met cause loving wa red red red red red red burning red red red red red red red he spinning round head come back red red burning red red red red red love wa like driving new maserati deadend street,loving like driving new maserati deadend street faster wind passionate a sin ending suddenly loving like trying change mind already flying free fall like color autumn bright lose losing wa blue like never known missing wa dark gray alone forgetting wa like trying know somebody never met loving wa red red red red red loving wa red red red red red touching wa like realizing ever wanted wa right front memorizing wa a easy a knowing word old favorite song fighting wa like trying solve crossword realizing there right answer regretting wa like wishing never found love strong losing wa blue like never known missing wa dark gray alone forgetting wa like trying know somebody never met loving wa red red red red red red burning red red red red red remembering come flashback echo tell it time gotta let go moving impossible still see head burning red burning wa red losing wa blue like never known missing wa dark gray alone forgetting wa like trying know somebody never met cause loving wa red red red red red red burning red red red red red red red he spinning round head come back red red burning red red red red red love wa like driving new maserati deadend street
60,3,Treacherous,Red (Deluxe Edition),put lip close mine a long a touch focus eye eye til gravity much anything say say hand smart walk away quicksand slope treacherous path reckless slope treacherous like decide it choice getting swept away hear sound voice asking stay skin bone trained get along forever going flow friction chorus slope treacherous path reckless slope treacherous like two headlight shine sleepless night get get alone name ha echoed mind think think know nothing safe worth drive would follow follow home follow follow home hope treacherous daydream dangerous hope treacherous two headlight shine sleepless night get get alone name ha echoed mind think think know nothing safe worth drive would follow follow home follow follow home follow follow home follow follow home slope treacherous like,put lip close mine a long a touch focus eye eye til gravity much anything say say hand smart walk away quicksand slope treacherous path reckless slope treacherous like decide it choice getting swept away hear sound voice asking stay skin bone trained get along forever going flow friction chorus slope treacherous path reckless slope treacherous like two headlight shine sleepless night get get alone name ha echoed mind think think know nothing safe worth drive would follow follow home follow follow home hope treacherous daydream dangerous hope treacherous two headlight shine sleepless night get get alone name ha echoed mind think think know nothing safe worth drive would follow follow home follow follow home follow follow home follow follow home slope treacherous like
61,4,I Knew You Were Trouble,Red (Deluxe Edition),upon time mistake ago wa sight got alone found found found guess care guess liked fell hard took step back without without without he long gone he next realize blame cause knew trouble walked shame flew place never til put knew trouble walked shame flew place never lying cold hard ground trouble trouble trouble trouble trouble trouble apology hell never see cry pretend know he reason drowning drowning drowning heard moved whisper street new notch belt ever see see see wa long gone met realize joke hey knew trouble walked shame flew place never til put knew trouble walked shame flew place never lying cold hard ground trouble trouble trouble trouble trouble trouble saddest fear come creeping never loved anyone anything knew trouble walked shame flew place never never til put knew trouble walked knew right shame knew right flew place never lying cold hard ground trouble trouble trouble trouble trouble trouble knew trouble walked trouble trouble trouble knew trouble walked trouble trouble trouble,upon time mistake ago wa sight got alone found found found guess care guess liked fell hard took step back without without without he long gone he next realize blame cause knew trouble walked shame flew place never til put knew trouble walked shame flew place never lying cold hard ground trouble trouble trouble trouble trouble trouble apology hell never see cry pretend know he reason drowning drowning drowning heard moved whisper street new notch belt ever see see see wa long gone met realize joke hey knew trouble walked shame flew place never til put knew trouble walked shame flew place never lying cold hard ground trouble trouble trouble trouble trouble trouble saddest fear come creeping never loved anyone anything knew trouble walked shame flew place never never til put knew trouble walked knew right shame knew right flew place never lying cold hard ground trouble trouble trouble trouble trouble trouble knew trouble walked trouble trouble trouble knew trouble walked trouble trouble trouble
62,5,All Too Well,Red (Deluxe Edition),walked door air wa cold something bout felt like home somehow left scarf sister house still got drawer even sweet disposition wideeyed gaze singing car getting lost upstate autumn leaf falling like piece place picture day know it long gone magic might okay fine cause little town street almost ran red cause lookin wind hair wa remember well photo album counter cheek turning red used little kid glass twinsized bed mother telling story bout teeball team tell bout past thinking future wa know it long gone wa nothing else forget long enough forget needed cause middle night dancing round kitchen refrigerator light stair wa remember well maybe got lost translation maybe asked much maybe thing wa masterpiece til tore running scared wa remember well call break like promise casually cruel name honest crumpled piece paper lying cause remember well time fly it like paralyzed like old self still trying find plaid shirt day night made mail back thing walk home alone keep old scarf first week cause reminds innocence smell like get rid cause remember well cause loved back lost one real thing ever known wa rare wa remember well wind hair remember stair remember wa rare wa remember well,walked door air wa cold something bout felt like home somehow left scarf sister house still got drawer even sweet disposition wideeyed gaze singing car getting lost upstate autumn leaf falling like piece place picture day know it long gone magic might okay fine cause little town street almost ran red cause lookin wind hair wa remember well photo album counter cheek turning red used little kid glass twinsized bed mother telling story bout teeball team tell bout past thinking future wa know it long gone wa nothing else forget long enough forget needed cause middle night dancing round kitchen refrigerator light stair wa remember well maybe got lost translation maybe asked much maybe thing wa masterpiece til tore running scared wa remember well call break like promise casually cruel name honest crumpled piece paper lying cause remember well time fly it like paralyzed like old self still trying find plaid shirt day night made mail back thing walk home alone keep old scarf first week cause reminds innocence smell like get rid cause remember well cause loved back lost one real thing ever known wa rare wa remember well wind hair remember stair remember wa rare wa remember well
63,6,22,Red (Deluxe Edition),feel like perfect night dress like hipster make fun ex feel like perfect night breakfast midnight fall love stranger happy free confused lonely time it miserable magical tonight night forget deadline it time know feeling everything alright keep next know bet want everything alright keep dancing like seems like one night place crowded many cool kid who taylor swift anyway ew seems like one night ditch whole scene end dreaming instead sleeping joeboy sip alcohol official lyric meaning verified happy free confused lonely best way it miserable magical tonight night forget heartbreak it time hey know feeling everything alright keep next know bet want everything alright alright keep dancing like know feel like one night ditch whole scene feel like one night sleeping feel like one night look like bad news gotta gotta hey know feeling everything alright keep next know bet want everything alright keep dancing like dancing like feel like one night ditch whole scene feel like one night sleeping feel like one night look like bad news gotta gotta,feel like perfect night dress like hipster make fun ex feel like perfect night breakfast midnight fall love stranger happy free confused lonely time it miserable magical tonight night forget deadline it time know feeling everything alright keep next know bet want everything alright keep dancing like seems like one night place crowded many cool kid who taylor swift anyway ew seems like one night ditch whole scene end dreaming instead sleeping joeboy sip alcohol official lyric meaning verified happy free confused lonely best way it miserable magical tonight night forget heartbreak it time hey know feeling everything alright keep next know bet want everything alright alright keep dancing like know feel like one night ditch whole scene feel like one night sleeping feel like one night look like bad news gotta gotta hey know feeling everything alright keep next know bet want everything alright keep dancing like dancing like feel like one night ditch whole scene feel like one night sleeping feel like one night look like bad news gotta gotta
64,7,I Almost Do,Red (Deluxe Edition),bet time night still bet tired long hard week bet sittin chair window looking city bet sometimes wonder bout wanna tell take everything call wish run hope know every time almost almost bet think either moved hate cause time reach there reply bet never ever occurred say hello risk another goodbye wanna tell take everything call wish run hope know every time almost almost joeboy sip alcohol official lyric meaning verified made quite mess babe it probably better way confess babe dream touching face asking want try almost wanna tell take everything call wish run hope know every time almost almost bet time night still bet tired long hard week bet sittin chair window looking city hope sometimes wonder bout,bet time night still bet tired long hard week bet sittin chair window looking city bet sometimes wonder bout wanna tell take everything call wish run hope know every time almost almost bet think either moved hate cause time reach there reply bet never ever occurred say hello risk another goodbye wanna tell take everything call wish run hope know every time almost almost joeboy sip alcohol official lyric meaning verified made quite mess babe it probably better way confess babe dream touching face asking want try almost wanna tell take everything call wish run hope know every time almost almost bet time night still bet tired long hard week bet sittin chair window looking city hope sometimes wonder bout
65,8,We Are Never Ever Getting Back Together,Red (Deluxe Edition),remember broke first time saying enough cause like seen month said needed space come around say baby miss swear gonna change trust remember lasted day say hate break call love called last night time telling telling never ever ever getting back together never ever ever getting back together go talk friend talk friend talk never ever ever ever getting back together like ever really gonna miss picking fight falling screaming right would hide away find peace mind indie record much cooler mine joeboy sip alcohol official lyric meaning verified called tonight time telling telling never ever ever getting back together never ever ever getting back together go talk friend talk friend talk talk never ever ever ever getting back together used think forever ever used say never say never ugh call he like still love like mean exhausting know like never getting back together like ever never ever ever getting back together never ever ever getting back together go talk friend talk friend talk never ever ever ever getting back together getting back together getting back together go talk friend talk friend talk talk never ever ever ever getting back together,remember broke first time saying enough cause like seen month said needed space come around say baby miss swear gonna change trust remember lasted day say hate break call love called last night time telling telling never ever ever getting back together never ever ever getting back together go talk friend talk friend talk never ever ever ever getting back together like ever really gonna miss picking fight falling screaming right would hide away find peace mind indie record much cooler mine joeboy sip alcohol official lyric meaning verified called tonight time telling telling never ever ever getting back together never ever ever getting back together go talk friend talk friend talk talk never ever ever ever getting back together used think forever ever used say never say never ugh call he like still love like mean exhausting know like never getting back together like ever never ever ever getting back together never ever ever getting back together go talk friend talk friend talk never ever ever ever getting back together getting back together getting back together go talk friend talk friend talk talk never ever ever ever getting back together
66,9,Stay Stay Stay,Red (Deluxe Edition),pretty sure almost broke last night threw phone across room wa expecting dramatic turn away stayed morning said talk cause read never leave fight unresolved came wearing football helmet said okay let talk said stay stay stay loving quite time time time think it funny mad mad mad think it best stay dated selfindulgent taker took problem carry grocery always laughing love given choice stay stay stay loving quite time time time think it funny mad mad mad think it best stay stay stay stay took time memorize fear hope dream like hanging time time leave it occurring like hang whole life stay loving quite time one else gonna love get mad mad mad think it best stay stay stay stay stay stay stay stay stay loving quite time time time think it funny mad mad mad think it best stay stay stay stay stay stay stay stay stay loving quite time time time think it funny mad mad mad think it best stay it fun,pretty sure almost broke last night threw phone across room wa expecting dramatic turn away stayed morning said talk cause read never leave fight unresolved came wearing football helmet said okay let talk said stay stay stay loving quite time time time think it funny mad mad mad think it best stay dated selfindulgent taker took problem carry grocery always laughing love given choice stay stay stay loving quite time time time think it funny mad mad mad think it best stay stay stay stay took time memorize fear hope dream like hanging time time leave it occurring like hang whole life stay loving quite time one else gonna love get mad mad mad think it best stay stay stay stay stay stay stay stay stay loving quite time time time think it funny mad mad mad think it best stay stay stay stay stay stay stay stay stay loving quite time time time think it funny mad mad mad think it best stay it fun
67,10,The Last Time,Red (Deluxe Edition),find door like time sure got road lead imagine home room alone open eye mine everything feel better right eye breaking past reason last time asking put name top list last time asking break heart blink eye eye eye find door like time wear best apology wa watch leave time let go disappear come back everything better right eye aching run fast nowhere hide last time asking put name top list last time asking break heart blink eye eye eye last time tell got wrong last time say it along last time let door last time hurt anymore last time asking put name top list last time asking break heart blink eye last time asking last time asking put name top list put name top list last time asking last time asking break heart blink eye break heart last time asking last time asking last time asking last time asking last time asking last time asking last time asking last time asking last time asking last time asking last time asking last time asking,find door like time sure got road lead imagine home room alone open eye mine everything feel better right eye breaking past reason last time asking put name top list last time asking break heart blink eye eye eye find door like time wear best apology wa watch leave time let go disappear come back everything better right eye aching run fast nowhere hide last time asking put name top list last time asking break heart blink eye eye eye last time tell got wrong last time say it along last time let door last time hurt anymore last time asking put name top list last time asking break heart blink eye last time asking last time asking put name top list put name top list last time asking last time asking break heart blink eye break heart last time asking last time asking last time asking last time asking last time asking last time asking last time asking last time asking last time asking last time asking last time asking last time asking
68,11,Holy Ground,Red (Deluxe Edition),wa reminiscing day coffee alone lord took away back firstglance feeling new york time back fit poem like perfect rhyme took faster green light go hey skip conversation already know left note door joke wed made wa first day darling wa good never looking right stood wa holy ground spinning like girl brand new dress big wide city blocked noise sound need first time something lose guess fell apart usual way story got dust every page sometimes wonder think see face every crowd joeboy sip alcohol official lyric meaning verified cause darling wa good never looking right stood wa holy ground tonight gonna dance weve wanna dance dancing tonight gonna dance like room wanna dance dancing wa good never looking right stood wa holy ground tonight gonna dance weve wanna dance dancing tonight gonna dance like room wanna dance dancing,wa reminiscing day coffee alone lord took away back firstglance feeling new york time back fit poem like perfect rhyme took faster green light go hey skip conversation already know left note door joke wed made wa first day darling wa good never looking right stood wa holy ground spinning like girl brand new dress big wide city blocked noise sound need first time something lose guess fell apart usual way story got dust every page sometimes wonder think see face every crowd joeboy sip alcohol official lyric meaning verified cause darling wa good never looking right stood wa holy ground tonight gonna dance weve wanna dance dancing tonight gonna dance like room wanna dance dancing wa good never looking right stood wa holy ground tonight gonna dance weve wanna dance dancing tonight gonna dance like room wanna dance dancing
69,12,Sad Beautiful Tragic,Red (Deluxe Edition),long handwritten note deep pocket word little mean little late stood right track face locket good girl hopeful long wait beautiful magic love affair sad beautiful tragic love affair dream meet warm conversation wake lonely bed different city time taking it sweet time erasing got demon darling look like cause beautiful magic love sad beautiful tragic love affair distance timing breakdown fighting silence train run it track kiss try fix try listen hang give life u get back beautiful magic love sad beautiful tragic beautiful tragic beautiful joeboy sip alcohol official lyric meaning verified joeboy sip alcohol official lyric meaning verified nardo wick want smoke live performance open mic kiana ledé ur best friend official lyric meaning verified beautiful magic love sad beautiful tragic love affair beautiful magic love sad beautiful tragic love affair,long handwritten note deep pocket word little mean little late stood right track face locket good girl hopeful long wait beautiful magic love affair sad beautiful tragic love affair dream meet warm conversation wake lonely bed different city time taking it sweet time erasing got demon darling look like cause beautiful magic love sad beautiful tragic love affair distance timing breakdown fighting silence train run it track kiss try fix try listen hang give life u get back beautiful magic love sad beautiful tragic beautiful tragic beautiful joeboy sip alcohol official lyric meaning verified joeboy sip alcohol official lyric meaning verified nardo wick want smoke live performance open mic kiana ledé ur best friend official lyric meaning verified beautiful magic love sad beautiful tragic love affair beautiful magic love sad beautiful tragic love affair
70,13,The Lucky One,Red (Deluxe Edition),new town made name angel city chasing fortune fame camera flash make look like dream figured since school everybody love pretty everybody love cool overnight look like sixty queen another name go light like diamond sky tell lucky one tell lucky one tell lucky one it big black car riviera view lover foyer even know secret end splashed news front page tell lucky confused cause feel pretty feel used young thing line take place another name go light wonder make alive tell lucky one tell lucky one tell lucky one wa year later showed still tell legend disappeared took money dignity got hell say bought bunch land somewhere chose rose garden madison square took time understand cause name light think got right let tell lucky one let tell lucky one let tell lucky one tell lucky one tell lucky one tell lucky one,new town made name angel city chasing fortune fame camera flash make look like dream figured since school everybody love pretty everybody love cool overnight look like sixty queen another name go light like diamond sky tell lucky one tell lucky one tell lucky one it big black car riviera view lover foyer even know secret end splashed news front page tell lucky confused cause feel pretty feel used young thing line take place another name go light wonder make alive tell lucky one tell lucky one tell lucky one wa year later showed still tell legend disappeared took money dignity got hell say bought bunch land somewhere chose rose garden madison square took time understand cause name light think got right let tell lucky one let tell lucky one let tell lucky one tell lucky one tell lucky one tell lucky one
71,14,Everything Has Changed,Red (Deluxe Edition),knew morning woke know something know something seen since hour ago green eye freckle smile back mind making feel like wanna know better know better know better wanna know better know better know better wanna know better know better know better wanna know know know cause know said hello eye look like coming home know simple name everything ha changed know held door mine know since yesterday everything ha changed wall stood tall painted blue take take open door feel stomach butterfly beautiful kind making lost time taking flight making feel right wanna know better know better know better wanna know better know better know better wanna know better know better know better wanna know know know cause know said hello eye look like coming home know simple name everything ha changed know held door mine know since yesterday everything ha changed come back tell feeling like missed time meet tonight let know it mind wanna know better know better know better wanna know know know cause know said hello eye look like coming home know simple name everything ha changed know held door mine know since yesterday everything ha changed know said hello dust highest hope know pouring rain everything ha changed know new found grace day know face know since yesterday everything ha changed,knew morning woke know something know something seen since hour ago green eye freckle smile back mind making feel like wanna know better know better know better wanna know better know better know better wanna know better know better know better wanna know know know cause know said hello eye look like coming home know simple name everything ha changed know held door mine know since yesterday everything ha changed wall stood tall painted blue take take open door feel stomach butterfly beautiful kind making lost time taking flight making feel right wanna know better know better know better wanna know better know better know better wanna know better know better know better wanna know know know cause know said hello eye look like coming home know simple name everything ha changed know held door mine know since yesterday everything ha changed come back tell feeling like missed time meet tonight let know it mind wanna know better know better know better wanna know know know cause know said hello eye look like coming home know simple name everything ha changed know held door mine know since yesterday everything ha changed know said hello dust highest hope know pouring rain everything ha changed know new found grace day know face know since yesterday everything ha changed
